"borough","ClosureType","EditDate","GISpropNum","OMPpropID","Red.Sign.Installed","Status","accessibility","accessibilityLevel","location","name","longitude","latitude","rules","system","Approx.Date.Closed","Approx.Date.Reopened","Community.board","District","button","content"
"Brooklyn","Completely Locked","06/22/2020 12:39:48 PM","B396","B396","","Reopened","true","Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings","Watkins St., Mother Gaston Blvd., Livonia Ave., Riverdale Ave.","Nehemiah Park",-73.9056159394886,40.6618961188491,"Adults Allowed","B396-CPA-0001","03/31/2020 07:11:11 PM","06/20/2020 12:00:00 AM",316,"B-16","Playgrounds","Watkins St., Mother Gaston Blvd., Livonia Ave., Riverdale Ave., Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings"
"Manhattan","Completely Locked","06/19/2020 10:11:51 AM","M195","M195","","Reopened","true","Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings","Lewis St. bet. Delancey St. and Broome St.","Sidney Hillman Playground",-73.9795672261858,40.7153393183874,"Adults Allowed","M195-CPA-0001","03/31/2020 07:11:11 PM","06/19/2020 12:00:00 AM",103,"M-03","Playgrounds","Lewis St. bet. Delancey St. and Broome St., Manhattan, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings"
"Manhattan","Completely Locked","06/22/2020 04:02:37 PM","M386","M386","","Reopened","false","Not Applicable","Front St., John St., and South St.","Imagination Playground",-74.0043196393314,40.7063535798405,"Adults Allowed","M386-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",101,"M-01","Playgrounds","Front St., John St., and South St., Manhattan, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Not Applicable"
"Brooklyn","Completely Locked","06/22/2020 01:55:05 PM","B268","B268","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Public Beach, W. 29 St. and W. 32 St.","Nautilus Playground",-73.9956686093023,40.5716917024175,"Adults Allowed","B268-CPA-0001","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",313,"B-13","Playgrounds","Public Beach, W. 29 St. and W. 32 St., Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Manhattan","Partially Locked","06/22/2020 12:56:32 PM","M245","M245","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","7 Ave. To 8 Ave., W. 143 St. To W. 144 St.","Renaissance Playground",-73.941792646896,40.8215174350839,"Adults Allowed","M245-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",110,"M-10","Playgrounds","7 Ave. To 8 Ave., W. 143 St. To W. 144 St., Manhattan, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Brooklyn","Completely Locked","06/22/2020 01:55:05 PM","B169B","B169B","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Surf Ave. bet. W. 25 St. to W. 27 St., Boardwalk","Poseidon Playground",-73.9922212312037,40.571991622346,"Adults Allowed","B169B-CPA-0001","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",313,"B-13","Playgrounds","Surf Ave. bet. W. 25 St. to W. 27 St., Boardwalk, Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Brooklyn","Completely Locked","06/23/2020 10:09:07 AM","B073","B073-20","","Reopened","true","Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings","11 St & Prospect Park W","Harmony Playground",-73.9769926906666,40.6635416368545,"Unknown","B073-CPA-0006","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",355,"B-19","Playgrounds","11 St & Prospect Park W, Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings"
"Bronx","Completely Locked","06/22/2020 11:20:51 AM","X039","X039-02","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Bruckner Exwy, Wilkinson Ave","Sweetgum Plgd",-73.826229162184,40.8512697390833,"Unknown","X039-CPA-0002","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",228,"X-15","Playgrounds","Bruckner Exwy, Wilkinson Ave, Bronx, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Queens","Completely Locked","06/21/2020 04:56:36 PM","Q266","Q266","","Reopened","false","Not Applicable","Mott Ave., Westbourne Ave. bet. Bay 28 St. and Bay 25 St.","Westbourne Playground",-73.7648708403608,40.6084541083293,"Adults Allowed","Q266-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 04:56:33 PM",414,"Q-14","Playgrounds","Mott Ave., Westbourne Ave. bet. Bay 28 St. and Bay 25 St., Queens, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Not Applicable"
"Brooklyn","Completely Locked","06/24/2020 11:33:44 AM","B032","B032-01","","Reopened","true","Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings","Myrtle Ave & St Edwards Plaza","Fort Greene Plgd",-73.9769942960957,40.6924241007946,"Unknown","B032-CPA-0001","03/31/2020 07:11:11 PM","06/23/2020 12:00:00 AM",302,"B-02","Playgrounds","Myrtle Ave & St Edwards Plaza, Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings"
"Manhattan","Completely Locked","06/19/2020 10:06:57 AM","M033","M033","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","E Houston St, Stanton St, Sheriff St, Pitt St","Hamilton Fish Park",-73.9804550831808,40.7201626239911,"Unknown","M033-CPA-0001","03/31/2020 07:11:11 PM","06/19/2020 12:00:00 AM",103,"M-03","Playgrounds","E Houston St, Stanton St, Sheriff St, Pitt St, Manhattan, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Bronx","Not Lockable","06/22/2020 09:46:37 AM","X028","X028","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Grand Concourse to Walton Av bet. E 161 St and E 164 St","Joyce Kilmer Park",-73.9219468899051,40.8296583631063,"Adults not allowed in some locations","X028-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",204,"X-04","Playgrounds","Grand Concourse to Walton Av bet. E 161 St and E 164 St, Bronx, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Queens","Completely Locked","06/21/2020 01:03:44 PM","Q308","Q308","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Union St. bet. Barclay Ave. and Sanford Ave.","Bowne Playground",-73.82468364765,40.7580005486297,"Adults Allowed","Q308-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 01:03:42 PM",407,"Q-07","Playgrounds","Union St. bet. Barclay Ave. and Sanford Ave., Queens, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Brooklyn","Completely Locked","06/22/2020 12:46:35 PM","B397","B397","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Christopher Ave. between Sutter Ave. and Belmont Ave.","Carter G. Woodson Children's Park",-73.9058269839894,40.6682379692711,"Adults Allowed","B397-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",316,"B-16","Playgrounds","Christopher Ave. between Sutter Ave. and Belmont Ave., Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Bronx","Completely Locked","06/22/2020 10:26:49 AM","X274","X274","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Creston Ave. bet. E. Burnside Ave. and E","Mount Hope Garden",-73.9053619979247,40.8525491893925,"Adults not allowed in some locations","X274-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",205,"X-05","Playgrounds","Creston Ave. bet. E. Burnside Ave. and E, Bronx, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Bronx","Completely Locked","06/22/2020 10:06:20 AM","X222","X222","","Reopened","true","Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings","3 Av bet. E 170 St and St Paul's Pl","Gouverneur Playground",-73.9032882612034,40.8360023412646,"Adults Allowed","X222-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",203,"X-03","Playgrounds","3 Av bet. E 170 St and St Paul's Pl, Bronx, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings"
"Brooklyn","Completely Locked","06/22/2020 04:42:23 PM","B243","B243","","Reopened","false","Not Applicable","Gold St. between Nassau St. and Concord St.","Golconda Playground",-73.9827097749947,40.6977178574207,"Adults Allowed","B243-CPA-0001","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",302,"B-02","Playgrounds","Gold St. between Nassau St. and Concord St., Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Not Applicable"
"Brooklyn","Completely Locked","06/22/2020 01:55:05 PM","B331","B331","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","W. 12 St. between Neptune Ave. and Surf Ave.","Neptune Playground",-73.9806434165747,40.578191206536,"Adults Allowed","B331-CPA-0001","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",313,"B-13","Playgrounds","W. 12 St. between Neptune Ave. and Surf Ave., Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Queens","Completely Locked","06/22/2020 02:22:02 PM","Q492","Q492","","Reopened","false","Not Applicable","Grand Ave., 57 Ave. bet. 74 St. and 80 St.","Elmhurst Park",-73.8849605093858,40.7301445392134,"Adults not allowed in some locations","Q492-CPA-0001","03/31/2020 07:11:11 PM","06/22/2020 02:22:00 PM",404,"Q-04","Playgrounds","Grand Ave., 57 Ave. bet. 74 St. and 80 St., Queens, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Not Applicable"
"Brooklyn","Completely Locked","06/22/2020 01:55:05 PM","BZ10","BZ10","","Reopened","false","Not Applicable","B 14 St & Corbin Place","Babi Yar Triangle",-73.9546480859976,40.5793309986555,"Unknown","BZ10-CPA-0001","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",313,"B-13","Playgrounds","B 14 St & Corbin Place, Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Not Applicable"
"Brooklyn","Completely Locked","06/22/2020 04:20:06 PM","B255C","B255C","","Reopened","false","Not Applicable","17 St. bet. 5 Ave. and 6 Ave.","Purple Playground",-73.9898242863952,40.6631743083757,"Adults Allowed","B255C-CPA-0001","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",307,"B-07","Playgrounds","17 St. bet. 5 Ave. and 6 Ave., Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Not Applicable"
"Brooklyn","Partially Locked","06/22/2020 12:29:29 PM","B261","B261","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Livonia Ave. between Barbey St. and Schenck Ave.","Sankofa Park",-73.8863183790405,40.6654875515787,"Adults Allowed","B261-CPA-0001","03/31/2020 07:11:11 PM","06/20/2020 12:00:00 AM",305,"B-05","Playgrounds","Livonia Ave. between Barbey St. and Schenck Ave., Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Manhattan","Partially Locked","06/22/2020 10:58:58 AM","M220","M220","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Amsterdam Ave bet. W. 100 St. and W 102 St.","Frederick Douglass Playground",-73.9679747515878,40.7967785543003,"Adults Allowed","M220-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",107,"M-07","Playgrounds","Amsterdam Ave bet. W. 100 St. and W 102 St., Manhattan, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Manhattan","Completely Locked","06/22/2020 11:20:04 AM","M010","M010-202","","Reopened","true","Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings","100 St & Central Park West","West 100th St Plgd",-73.9626652305659,40.7938155349873,"Unknown","M010-CPA-0017","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",164,"M-13","Playgrounds","100 St & Central Park West, Manhattan, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings"
"Manhattan","Completely Locked","06/22/2020 03:13:55 PM","M218","M218","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Spring St. and Mulberry St.","DeSalvio Playground",-73.9962205615941,40.721627236577,"Adults Allowed","M218-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",102,"M-02","Playgrounds","Spring St. and Mulberry St., Manhattan, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Manhattan","Completely Locked","06/22/2020 11:18:34 AM","M010","M010-193","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","97 St & Central Park West","Rudin Plgd",-73.9640490103836,40.7918831303534,"Unknown","M010-CPA-0015","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",164,"M-13","Playgrounds","97 St & Central Park West, Manhattan, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Queens","Completely Locked","06/22/2020 02:25:20 PM","Q450","Q450","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","109 St., 111 St. bet. 46 Ave. and 47 Ave.","Corona Golf Playground",-73.8540823448673,40.7476762316467,"Adults Allowed","Q450-CPA-0001","03/31/2020 07:11:11 PM","06/22/2020 02:25:18 PM",404,"Q-04","Playgrounds","109 St., 111 St. bet. 46 Ave. and 47 Ave., Queens, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Brooklyn","Completely Locked","06/22/2020 04:15:01 PM","B100","B100","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","W. 12 St. bet. Bay Pkwy. and Ave. P","Seth Low Playground/ Bealin Square",-73.9860243661473,40.6085452580155,"Adults not allowed in some locations","B100-CPA-0001","03/31/2020 07:11:11 PM","06/20/2020 12:00:00 AM",311,"B-11","Playgrounds","W. 12 St. bet. Bay Pkwy. and Ave. P, Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Bronx","Not Lockable","06/22/2020 10:40:09 AM","X201","X201-01","","Reopened","false","Not Applicable","W 235 St & Douglas Ave","Seton Park Playground",-73.9170816265048,40.8867073530714,"Adults not allowed in some locations","X201-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",208,"X-08","Playgrounds","W 235 St & Douglas Ave, Bronx, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Not Applicable"
"Bronx","Completely Locked","06/22/2020 11:02:56 AM","X148L","X148L","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","McGraw Av bet. White Plains Rd and Virginia Av","Virginia Playground",-73.8622486068605,40.8342590745743,"Adults Allowed","X148L-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",209,"X-09","Playgrounds","McGraw Av bet. White Plains Rd and Virginia Av, Bronx, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Staten Island","Completely Locked","06/22/2020 05:12:07 PM","R008","R008","","Reopened","false","Not Applicable","Richmond Ter. To Kill Van Kull, Faber St.","Faber Pool and Park",-74.1353549014497,40.6415589639325,"Adults not allowed in some locations","R008-CPA-0001","03/31/2020 07:11:11 PM","06/22/2020 05:12:04 PM",501,"R-01","Playgrounds","Richmond Ter. To Kill Van Kull, Faber St., Staten Island, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Not Applicable"
"Bronx","Not Lockable","06/22/2020 10:10:30 AM","X010","X010-08","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Crotona E-Claremont, Prospect","Martin Van Buren Plgd",-73.8958861514966,40.8353998216957,"Adults not allowed in some locations","X010-CPA-0007","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",203,"X-03","Playgrounds","Crotona E-Claremont, Prospect, Bronx, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
